timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Vapor Pressure Deficit [2 m],Basel Soil Moisture [0-7 cm down]
20160718T1300,29.160246,0,45.266495,5.4477882,7.594635,21.38609,0.277
20160718T1400,29.460245,0,43.190807,6.849467,3.0127716,22.586409,0.275
20160718T1500,29.700245,0,42.457703,7.928178,2.6025543,23.197666,0.274
20160718T1600,28.880245,0.3,44.959244,9.72,360,21.15925,0.273
20160718T1700,28.550245,0,47.84331,9.028754,4.573929,19.66907,0.272
20160718T1800,27.290245,0,53.76006,7.172949,17.525558,16.197645,0.272
20160718T1900,24.220245,0,68.59958,5.95906,25.016876,9.163036,0.271
20160718T2000,21.740246,0,76.07448,8.0899935,32.275635,6.0053043,0.272
20160718T2100,21.110245,0,77.24457,7.7043357,37.40535,5.4946632,0.272
20160718T2200,19.310246,0,84.85695,6.297428,30.963745,3.270195,0.272
20160718T2300,18.310246,0,88.47164,6.193674,54.46232,2.3382797,0.272
20160719T0000,16.960245,0,92.20063,5.8048253,60.25511,1.4524231,0.272
20160719T0100,16.230246,0,93.598854,5.2416787,74.054596,1.1378155,0.272
20160719T0200,15.740245,0,94.79509,3.9763298,84.805565,0.89658356,0.272
20160719T0300,15.260245,0,95.331375,4.3349743,85.23635,0.77975464,0.272
20160719T0400,14.930245,0,95.13337,4.379589,80.537674,0.795701,0.272
20160719T0500,17.090246,0,90.620636,3.2399998,89.99999,1.7611504,0.272
20160719T0600,19.720245,0,81.9233,3.2599385,83.65981,4.0048313,0.272
20160719T0700,22.230246,0,72.38332,2.7416782,66.8014,7.1428223,0.272
20160719T0800,24.270245,0,65.97171,3.219938,63.43495,9.959801,0.271
20160719T0900,25.930244,0,62.865383,3.219938,63.43495,12.00312,0.269
20160719T1000,27.450245,0,57.529762,5.8603754,42.510437,15.017733,0.262
20160719T1100,28.770245,0,53.653942,6.618519,44.999985,17.703136,0.26
20160719T1200,29.790245,0,48.845367,6.638072,40.601288,20.730032,0.258
20160719T1300,30.770245,0,44.46995,6.1094027,44.999985,23.80856,0.256
20160719T1400,31.260244,0,41.327553,5.8603754,47.489548,25.87132,0.254
20160719T1500,31.650246,0,39.19489,5.3517847,47.726303,27.414928,0.253
20160719T1600,31.590246,0,39.379765,5.6233797,39.805573,27.238293,0.251
20160719T1700,31.030245,0,41.29107,5.634891,26.565033,25.549189,0.251
20160719T1800,29.400246,0,50.151085,4.1046314,15.255127,19.750385,0.25
20160719T1900,25.540245,0,66.52314,7.8954163,24.227737,10.5725765,0.25
20160719T2000,23.380245,0,72.90585,7.145796,49.085617,7.515436,0.25
20160719T2100,21.530245,0,79.442154,5.6920996,71.56504,5.0939445,0.25
20160719T2200,20.080246,0,83.33504,3.6,89.99999,3.7756462,0.25
20160719T2300,19.430244,0,85.57536,3.0758414,110.556046,3.1384773,0.25
20160720T0000,18.770245,0,86.99759,4.1046314,127.874985,2.7145958,0.25
20160720T0100,18.380245,0,87.40839,5.1165614,129.2894,2.5652122,0.25
20160720T0200,18.230246,0,86.66935,5.3999996,126.869896,2.6902504,0.251
20160720T0300,18.190245,0,86.27695,5.495161,121.6075,2.7624722,0.251
20160720T0400,17.620245,0,86.44383,5.692099,124.69515,2.6324139,0.251
20160720T0500,18.110245,0,87.49639,5.904439,127.56859,2.5043373,0.251
20160720T0600,20.990246,0,76.68688,5.692099,124.69515,5.587839,0.251
20160720T0700,23.250246,0,67.50262,5.6002855,135,8.943466,0.25
20160720T0800,25.510244,0,61.437637,5.8603754,137.48955,12.156912,0.249
20160720T0900,27.520245,0,56.18443,6.9153743,141.34018,15.557283,0.248
20160720T1000,29.580246,0,49.349113,5.991594,122.73523,20.278284,0.242
20160720T1100,31.030245,0,45.336,6.638072,139.3987,23.7889,0.24
20160720T1200,32.260246,0,42.611614,7.754637,158.1986,26.787327,0.238
20160720T1300,33.140247,0,38.905964,7.928178,177.39743,29.97163,0.236
20160720T1400,33.810246,0,35.605015,6.489992,183.17982,32.80359,0.234
20160720T1500,34.160248,0,32.807587,4.802999,192.99461,34.906265,0.233
20160720T1600,34.030247,0,32.835457,4.6800003,247.38014,34.63884,0.232
20160720T1700,32.760246,0,36.09732,4.73506,261.25385,30.684397,0.231
20160720T1800,29.760244,0,59.78101,5.771239,273.57632,16.270231,0.231
20160720T1900,28.530245,0,56.498375,6.696387,306.25385,16.386,0.231
20160720T2000,26.010244,0,65.70734,6.162207,83.29016,11.137308,0.231
20160720T2100,24.590246,0,71.4406,5.6233797,129.80557,8.521395,0.231
20160720T2200,25.150246,0,63.41334,4.0249224,79.695145,11.28887,0.232
20160720T2300,23.400246,0,72.451164,5.3517847,227.72632,7.65082,0.232
20160721T0000,23.000246,0,74.514366,6.5693827,260.5377,6.9081936,0.232
20160721T0100,22.770245,0,77.88184,7.2,306.8699,5.9121532,0.234
20160721T0200,22.660246,0.1,81.25649,4.1046314,15.255127,4.976679,0.235
20160721T0300,21.130245,0,90.14862,6.489992,93.179825,2.3817062,0.236
20160721T0400,20.440245,0,92.38971,5.1165614,129.2894,1.7631264,0.236
20160721T0500,20.470245,0.1,90.89903,3.96,180,2.112402,0.237
20160721T0600,21.160246,0,87.15631,3.563818,225,3.1108818,0.238
20160721T0700,22.240246,0,79.93973,2.2768397,198.43495,5.1915913,0.238
20160721T0800,22.820246,0,79.41761,3.7064266,209.05461,5.518404,0.244
20160721T0900,24.340246,0,73.06996,5.3999996,233.1301,7.915457,0.246
20160721T1000,26.590246,0,65.00984,7.145796,40.914368,11.761192,0.235
20160721T1100,27.580246,0,59.80678,6.696387,36.25383,14.321484,0.234
20160721T1200,28.430244,0,53.70458,5.991594,32.735214,17.336973,0.232
20160721T1300,28.600245,0,53.34205,4.8965297,36.027374,17.646748,0.231
20160721T1400,28.770245,0.2,52.120777,3.8939953,56.30993,18.288769,0.231
20160721T1500,27.900246,0.2,55.152798,1.9386592,21.801407,16.282394,0.23
20160721T1600,26.780245,0,61.411922,5.4119864,356.18594,13.116993,0.234
20160721T1700,25.970245,0.7,65.699135,7.92,360,11.113537,0.235
20160721T1800,25.610245,0.2,65.37834,4.802999,347.00537,10.97982,0.237
20160721T1900,24.450245,0,70.481064,6.151683,339.44397,8.733957,0.239
20160721T2000,23.430244,0,73.97764,6.379216,16.389526,7.2400284,0.241
20160721T2100,22.560246,0,78.588974,5.2416787,15.945404,5.6504173,0.241
20160721T2200,23.130245,0,73.974304,4.2136917,19.983109,7.1104813,0.236
20160721T2300,22.640245,0,75.73547,1.2979984,303.69006,6.4347496,0.236
20160722T0000,21.130245,0,83.08628,2.16,89.99999,4.0891247,0.236
20160722T0100,20.800245,0,82.890976,2.9024127,82.874985,4.0529995,0.236
20160722T0200,20.740246,0,83.19923,4.802999,77.00538,3.9652538,0.236
20160722T0300,20.050245,0,84.98823,4.379589,80.537674,3.3947659,0.236
20160722T0400,20.060246,0.1,85.421394,3.7585104,73.30075,3.2988586,0.239
20160722T0500,20.130245,0.5,86.95539,3.7585104,73.30075,2.9646015,0.247
20160722T0600,21.210245,0,81.95006,4.452954,75.96376,4.385374,0.247
20160722T0700,22.570246,0,76.20364,5.0911684,81.869896,6.283743,0.247
20160722T0800,23.390245,0,74.064095,5.8048253,97.125015,7.1985188,0.25
20160722T0900,23.840246,0,72.93894,4.1046314,105.25512,7.7179527,0.249
20160722T1000,24.500246,0,71.6486,2.16,89.99999,8.413744,0.246
20160722T1100,24.750246,0,70.27138,6.28713,256.7595,8.955799,0.245
20160722T1200,24.140245,0,72.76189,11.659777,261.11935,7.9102325,0.244
20160722T1300,22.970245,0.6,78.64641,10.739833,256.42957,5.7776127,0.245
20160722T1400,22.590246,0,77.562546,5.4833565,246.8014,5.932131,0.244
20160722T1500,22.400246,0.1,77.82823,3.2399998,270,5.7943726,0.246
20160722T1600,21.770245,3.2,81.5549,2.9024127,277.125,4.638241,0.292
20160722T1700,20.790245,3.8,87.178665,2.9024127,262.875,3.0354023,0.331
20160722T1800,20.390245,0.7,89.36595,1.8,233.1301,2.4560452,0.337
20160722T1900,19.750246,0.1,92.41196,3.219938,206.56505,1.684248,0.341
20160722T2000,19.160246,0,94.80212,1.8,180,1.1120262,0.345
20160722T2100,18.580246,0,95.86654,0.71999997,360,0.85273933,0.347
20160722T2200,19.070246,0,94.202934,0.71999997,89.99999,1.2332535,0.333
20160722T2300,18.600245,0,96.23118,3.6,306.8699,0.77849007,0.332
20160723T0000,18.490246,0,96.96076,2.6208394,254.0546,0.6234627,0.331
20160723T0100,18.240246,0,97.44769,3.6,216.8699,0.51540375,0.329
20160723T0200,18.220245,0,97.32415,3.563818,225,0.53967285,0.328
20160723T0300,17.680244,0,98.49543,3.8268526,228.81409,0.29327774,0.327
20160723T0400,17.910246,0,97.56582,1.609969,243.43495,0.48142815,0.326
20160723T0500,18.220245,0,97.20109,1.8,270,0.5644913,0.325
20160723T0600,18.810246,0,95.32998,2.7416782,293.1986,0.977438,0.324
20160723T0700,19.600245,0.3,91.93953,2.1897945,279.46234,1.7724705,0.324
20160723T0800,20.740246,0.1,87.22911,1.8,270,3.0141354,0.324
20160723T0900,21.820246,0,82.540695,1.835647,258.69006,4.4038296,0.325
20160723T1000,22.840246,0,74.39417,2.4149535,26.565033,6.8736095,0.323
20160723T1100,23.790245,0,69.30086,1.609969,333.43497,8.729166,0.32
20160723T1200,24.610245,0,65.0052,2.7416782,293.1986,10.454092,0.318
20160723T1300,25.050245,0,61.568417,4.3498964,335.55603,11.787437,0.316
20160723T1400,25.310246,0.3,59.509518,4.6938252,355.60132,12.613373,0.314
20160723T1500,25.510244,0,59.518173,2.9024127,352.875,12.76203,0.312
20160723T1600,25.320246,0,59.70164,4.6102495,321.3402,12.561022,0.31
20160723T1700,24.660246,0,63.588917,7.5170207,286.69925,10.9098625,0.309
20160723T1800,23.780245,0,69.650276,6.519877,276.34018,8.624599,0.308
20160723T1900,22.180244,0,78.14041,5.8603754,280.61966,5.636553,0.307
20160723T2000,21.150246,0,83.08857,4.452954,255.96376,4.093611,0.306
20160723T2100,20.590246,0.2,85.47439,4.6102495,231.3402,3.3966331,0.306
20160723T2200,20.150246,0,90.195946,4.39436,304.99203,2.2308998,0.31
20160723T2300,19.860245,0,91.492294,3.5455887,203.9625,1.9013481,0.309
20160724T0000,18.950245,0,94.37677,4.6938257,212.47119,1.1873169,0.309
20160724T0100,18.450245,0,95.07734,3.8268526,228.81409,1.007288,0.308
20160724T0200,18.410246,0,95.437935,2.8116899,219.80557,0.93115807,0.308
20160724T0300,18.330246,0,94.71226,3.8939953,213.69006,1.0738564,0.307
20160724T0400,18.650246,0,93.11822,4.1046314,217.87498,1.4259758,0.307
20160724T0500,19.160246,0,91.566635,3.7064266,209.05461,1.8042202,0.306
20160724T0600,20.160246,0,86.41013,3.319036,220.6013,3.0942764,0.306
20160724T0700,20.960245,0,82.0752,4.3349743,274.76364,4.288389,0.305
20160724T0800,21.960245,0,77.61677,4.6800003,292.61987,5.6944275,0.305
20160724T0900,22.750246,0,73.72416,4.8965297,306.02737,7.0149536,0.305
20160724T1000,23.780245,0,71.16079,5.4119864,3.8140564,8.195351,0.3
20160724T1100,24.660246,0,63.831547,3.319036,12.528809,10.837164,0.299
20160724T1200,25.460245,0,59.01608,2.16,360,12.881859,0.297
20160724T1300,26.080246,0,55.159805,3.8939953,326.30994,14.623503,0.295
20160724T1400,26.480246,0,53.044483,5.692099,325.30484,15.680725,0.294
20160724T1500,26.320246,0.1,53.928734,7.729527,332.24146,15.240358,0.292
20160724T1600,26.060246,1.8,55.864235,9.826088,331.55707,14.376692,0.303
20160724T1700,25.300245,1.2,62.371178,10.233123,320.7106,11.7149315,0.304
20160724T1800,24.510244,0,67.66774,6.8777895,317.1211,9.600895,0.304
20160724T1900,23.250246,0,74.04087,3.8939953,303.69006,7.144102,0.308
20160724T2000,21.340246,0,85.119934,4.3349743,274.76364,3.6442642,0.308
20160724T2100,20.890245,0,87.79165,5.0528407,265.91437,2.9081783,0.308
20160724T2200,20.030245,0,88.66596,5.315336,298.30078,2.5599003,0.302
20160724T2300,19.760244,0,89.54553,2.9024127,240.25513,2.321926,0.301
20160725T0000,19.560246,0,89.92814,3.319036,229.39871,2.2092514,0.301
20160725T0100,19.070246,0,90.98319,4.452954,255.96376,1.918211,0.3
20160725T0200,18.370245,0,92.86827,3.9763298,264.80557,1.4519901,0.3
20160725T0300,18.200245,0,92.27037,1.2979984,236.30994,1.5569668,0.299
20160725T0400,17.770245,0,92.83764,1.835647,191.30994,1.4040852,0.299
20160725T0500,18.360245,0,91.81063,1.2979984,213.69006,1.6662712,0.298
20160725T0600,19.780245,0,87.75354,1.08,270,2.7233143,0.298
20160725T0700,21.520245,0,81.987656,2.0991426,300.96378,4.4604626,0.297
20160725T0800,22.920246,0,75.684074,2.6208394,344.0546,6.5591717,0.296
20160725T0900,24.300245,0,67.66891,4.73506,351.25385,9.480139,0.294
20160725T1000,25.220245,0,58.509705,4.452954,14.03624,12.855555,0.291
20160725T1100,26.080246,0,52.976715,4.0249224,349.69516,15.335463,0.289
20160725T1200,26.580246,0,49.766693,6.297428,329.03625,16.874868,0.287
20160725T1300,26.690245,0,48.777706,8.0899935,327.72437,17.319345,0.284
20160725T1400,26.880245,0,49.749424,8.217153,331.1892,17.18247,0.282
20160725T1500,27.090246,0,49.421753,6.28713,336.37064,17.509962,0.28
20160725T1600,27.470245,0,47.832287,4.1046314,344.74487,18.468504,0.279
20160725T1700,27.250246,0,50.52249,5.0528407,355.91437,17.291012,0.278
20160725T1800,26.210245,0,64.36405,2.9024127,352.875,11.711744,0.277
20160725T1900,25.040245,0,57.28086,4.452954,345.96375,13.09465,0.277
20160725T2000,23.190245,0,66.762985,4.802999,347.00537,9.113798,0.276
20160725T2100,23.300245,0,65.43517,1.9386592,338.1986,9.541311,0.276
20160725T2200,21.870245,0,71.03757,6.8777895,42.87889,7.3277187,0.276
20160725T2300,20.990246,0,74.2755,2.1897945,170.53767,6.1658173,0.276
20160726T0000,20.870245,0,74.01771,2.8116899,219.80557,6.1816673,0.276
20160726T0100,20.470245,0,76.45935,2.7416782,203.1986,5.4639606,0.275
20160726T0200,20.170246,0,78.44711,2.6208394,164.0546,4.9104214,0.275
20160726T0300,18.820246,0,84.968155,2.7416782,156.8014,3.1481495,0.275
20160726T0400,17.870245,0,88.662636,1.4399999,180,2.2366257,0.275
20160726T0500,18.580246,0,89.68687,1.08,180,2.127613,0.275
20160726T0600,20.770245,0,81.84449,0.8049845,63.43495,4.29294,0.274
20160726T0700,22.240246,0,74.48366,1.9386592,68.19859,6.6036205,0.274
20160726T0800,23.580246,0,69.21695,1.609969,63.43495,8.6426525,0.273
20160726T0900,24.920246,0,63.604843,1.609969,26.565033,11.076338,0.271
20160726T1000,25.870245,0,59.71522,2.1897945,9.462311,12.975002,0.267
20160726T1100,26.950245,0,53.7432,2.6208394,344.0546,15.882299,0.266
20160726T1200,27.600245,0,50.03414,3.096837,324.46234,17.82454,0.264
20160726T1300,28.480246,0,44.70641,3.5455887,336.0375,20.767126,0.262
20160726T1400,28.650246,0,42.251263,5.8603754,317.48956,21.905153,0.26
20160726T1500,28.320246,0.8,43.21328,8.049845,333.43497,21.129753,0.266
20160726T1600,27.960245,0.3,45.939205,8.891344,338.6294,19.696583,0.265
20160726T1700,27.160246,0,51.019554,8.699793,335.55603,17.026867,0.265
20160726T1800,25.720245,0,57.44474,8.4042845,350.13422,13.5845375,0.266
20160726T1900,24.010244,0,67.2697,5.7599998,360,9.431063,0.269
20160726T2000,22.050245,0,75.69022,5.506941,348.69006,6.21871,0.273
20160726T2100,20.970245,0,81.40401,5.815978,338.1986,4.4517136,0.275
20160726T2200,19.730246,0,86.42445,6.763786,334.7989,3.009489,0.266
20160726T2300,20.120245,0,85.211205,1.484318,345.96375,3.3589096,0.266
20160727T0000,20.160246,0,85.10735,2.0991426,300.96378,3.3909073,0.266
20160727T0100,18.960245,0,90.80327,4.68,270,1.9430618,0.265
20160727T0200,19.530245,0,88.51429,3.8773184,248.1986,2.5146713,0.265
20160727T0300,18.970245,0,90.28682,2.8116899,230.19443,2.053461,0.265
20160727T0400,18.770245,0,91.25341,2.5959969,236.30994,1.8260803,0.265
20160727T0500,18.580246,0,93.11482,1.1384199,251.56506,1.4204216,0.265
20160727T0600,19.990246,0,86.23016,1.08,270,3.1023293,0.265
20160727T0700,20.810246,0,82.16101,1.08,270,4.228533,0.265
20160727T0800,21.710245,0,77.13879,2.0364676,315,5.7276134,0.265
20160727T0900,22.380245,0,73.38182,3.8268526,318.8141,6.947912,0.265
20160727T1000,23.640245,0,58.433826,3.096837,324.46234,11.712536,0.257
20160727T1100,24.810246,0,51.70185,2.0991426,300.96378,14.602316,0.255
20160727T1200,25.620245,0,48.33434,3.4152596,288.43497,16.394875,0.253
20160727T1300,25.890245,0,46.518616,5.3517847,289.6538,17.245884,0.251
20160727T1400,26.610245,0,43.647903,5.937272,284.03625,18.963963,0.25
20160727T1500,26.700245,0,41.737637,8.373386,295.46335,19.711384,0.248
20160727T1600,26.330246,0,41.250683,9.19939,300.57922,19.445766,0.247
20160727T1700,25.470245,0,43.417442,8.217153,298.8108,17.795351,0.246
20160727T1800,24.510244,0,49.833534,5.1919937,303.69006,14.896668,0.245
20160727T1900,23.320246,0,51.412308,6.297428,300.96375,13.428466,0.245
20160727T2000,21.340246,0,61.556793,6.3690495,312.7094,9.415094,0.245
20160727T2100,19.810246,0,67.6334,5.904439,322.43143,7.210993,0.245
20160727T2200,18.940245,0,73.159615,5.154415,294.77515,5.6636667,0.246
20160727T2300,17.640245,0,80.39678,4.0249224,296.56506,3.8114862,0.246
20160728T0000,16.870245,0,85.25611,2.7416782,246.8014,2.7299786,0.246
20160728T0100,16.460245,0,86.94991,4.0249224,206.56505,2.35402,0.246
20160728T0200,16.390245,0,86.71721,5.0142193,201.0375,2.3853102,0.245
20160728T0300,16.460245,0,85.49056,5.634891,206.56505,2.6172638,0.245
20160728T0400,15.840245,0,87.63148,5.0142193,201.0375,2.1442842,0.245
20160728T0500,15.950245,0,90.8948,2.2768397,198.43495,1.5897083,0.245
20160728T0600,17.990246,0,82.71632,2.7416782,203.1986,3.4356346,0.245
20160728T0700,19.860245,0,75.82463,2.8116899,219.80557,5.4028397,0.245
20160728T0800,21.840246,0,66.35663,3.563818,225,8.496403,0.244
20160728T0900,23.110245,0,60.73421,5.0911684,225,10.714796,0.243
20160728T1000,24.360245,0,54.907795,6.696387,233.74615,13.269751,0.24
20160728T1100,24.920246,0,50.929043,7.5942082,238.57043,14.934035,0.238
20160728T1200,25.580246,0,48.29208,8.049845,243.43495,16.369232,0.237
20160728T1300,25.640245,0,47.340405,9.114471,260.90973,16.730186,0.235
20160728T1400,25.430244,0,49.65595,10.440001,270,15.795602,0.234
20160728T1500,25.160246,0,52.231354,11.013882,281.30994,14.747904,0.233
20160728T1600,24.550245,0,55.850624,10.587917,287.8189,13.141451,0.233
20160728T1700,24.190245,0,58.678436,7.8625183,285.9454,12.036392,0.233
20160728T1800,23.480246,0,62.124283,4.6800003,292.61987,10.569851,0.233
20160728T1900,22.110245,0,68.66846,4.0249224,280.30487,8.044422,0.233
20160728T2000,20.790245,0,76.0704,3.0758414,249.44395,5.665243,0.234
20160728T2100,19.970245,0,80.1947,3.8268526,221.18593,4.456568,0.234
20160728T2200,19.120245,0,83.17105,4.198285,210.96376,3.591364,0.233
20160728T2300,18.280245,0,86.67408,6.193674,234.46233,2.6977768,0.233
20160729T0000,18.120245,0,87.32904,5.904439,232.43141,2.5394573,0.233
20160729T0100,17.690245,0,89.44861,6.193674,215.53769,2.0580235,0.233
20160729T0200,17.610245,0,90.30786,5.991594,212.73523,1.8808842,0.233
20160729T0300,17.360245,0,90.58087,5.4833565,203.1986,1.7991848,0.233
20160729T0400,17.060246,0,91.73337,5.506941,191.30994,1.5492573,0.233
20160729T0500,17.640245,0,89.158005,4.6938252,184.39871,2.1080265,0.233
20160729T0600,19.550245,0,81.171715,5.8603754,190.61966,4.127392,0.233
20160729T0700,21.230246,0,73.37124,6.6185193,202.38013,6.4776363,0.232
20160729T0800,22.550245,0,65.69761,7.7879906,213.69006,9.046965,0.232
20160729T0900,23.420246,0,60.649242,9.931042,223.5312,10.941671,0.231
20160729T1000,24.890245,0,55.826748,6.8777895,227.1211,13.419361,0.226
20160729T1100,25.650246,0,51.92,8.435069,230.19443,15.284328,0.225
20160729T1200,26.230246,0,49.25812,10.30883,245.22485,16.696096,0.224
20160729T1300,26.400246,0,48.98519,10.308831,257.90524,16.955832,0.223
20160729T1400,26.790245,0,47.95982,9.9571085,257.4712,17.700127,0.222
20160729T1500,27.100245,0,47.98067,9.47012,261.25385,18.019472,0.22
20160729T1600,27.020245,0,49.24453,8.64,270,17.498985,0.219
20160729T1700,26.580246,0,50.738174,8.12197,282.80426,16.54852,0.219
20160729T1800,25.500246,0,53.067707,5.315336,298.30078,14.786745,0.218
20160729T1900,22.990246,0,67.66594,5.154415,294.77515,8.759222,0.218
20160729T2000,21.920246,0,68.851715,5.991594,302.73523,7.904928,0.218
20160729T2100,19.180244,0,83.17805,4.1046314,285.25513,3.6033669,0.218
20160729T2200,20.160246,0,71.27047,1.2979984,213.69006,6.5414276,0.219
20160729T2300,18.250246,0,81.79162,2.16,180,3.6792545,0.219
20160730T0000,17.600245,0,84.78328,2.5455842,171.8699,2.9511337,0.219
20160730T0100,16.950245,0,87.731674,2.968636,165.96376,2.2831955,0.219
20160730T0200,16.730246,0,88.62594,2.6208394,164.0546,2.0873299,0.219
20160730T0300,16.680244,0,88.33519,3.0758414,159.44395,2.1338768,0.219
20160730T0400,16.630245,0,88.21646,2.968636,165.96376,2.148737,0.219
20160730T0500,18.180244,0,83.705734,2.1897945,170.53767,3.2779942,0.219
20160730T0600,19.900246,0,77.80655,2.5455842,188.1301,4.9722633,0.219
20160730T0700,21.570246,0,70.3476,1.08,180,7.3655167,0.218
20160730T0800,23.510244,0,64.772415,2.0991426,239.03624,9.848707,0.218
20160730T0900,25.150246,0,60.696995,3.6,233.1301,12.127005,0.217
20160730T1000,26.720245,0,55.353092,1.2979984,213.69006,15.122845,0.214
20160730T1100,28.190245,0,51.71029,4.3349743,221.63354,17.832191,0.213
20160730T1200,29.020245,0,49.234455,7.7043357,232.59465,19.675138,0.211
20160730T1300,29.060246,0,47.704098,8.217153,241.18921,20.31539,0.21
20160730T1400,28.660246,0,48.20977,12.181624,235.8403,19.656427,0.208
20160730T1500,28.320246,0,47.812855,10.587918,234.68878,19.418299,0.207
20160730T1600,28.200245,0,46.480076,10.990322,238.3925,19.775131,0.206
20160730T1700,27.810246,0,49.89723,7.5685663,244.65384,18.094852,0.205
20160730T1800,26.820246,0,61.846058,3.2599385,263.65982,13.000086,0.205
20160730T1900,25.670246,0,57.030807,3.2599385,263.65982,13.675911,0.205
20160730T2000,23.330246,0,67.82003,0.5091169,315,8.899157,0.205
20160730T2100,21.570246,0.1,73.852745,3.5455887,336.0375,6.494856,0.205
20160730T2200,22.280245,0.3,69.94294,0.35999998,180,7.797785,0.208
20160730T2300,20.550245,0.2,79.357544,4.1046314,285.25513,4.815052,0.21
20160731T0000,21.340246,0.3,75.432816,4.2136917,250.0169,6.0167294,0.214
20160731T0100,21.120245,0.5,77.393715,5.0911684,188.1301,5.4620132,0.217
20160731T0200,21.790245,0.8,72.86121,5.1544156,192.09476,6.8327446,0.225
20160731T0300,20.850245,0.5,76.42087,5.154415,204.77515,5.602991,0.238
20160731T0400,20.210245,2.6,81.56736,4.6938257,212.47119,4.2099667,0.263
20160731T0500,20.010244,2.8,82.74589,4.198285,210.96376,3.8921661,0.266
20160731T0600,20.270245,2.7,82.40919,2.5455842,188.1301,4.032675,0.279
20160731T0700,20.540245,0.3,80.78315,3.671294,191.30994,4.479742,0.295
20160731T0800,20.380245,0.1,84.00573,5.904439,232.43141,3.6917534,0.308
20160731T0900,20.920246,0,82.6433,5.991594,237.26477,4.1422424,0.32
20160731T1000,20.690245,0,82.51165,3.0758414,159.44395,4.1147976,0.279
20160731T1100,21.500246,0.4,76.47309,2.0364676,225,5.818905,0.28
20160731T1200,21.550245,0,77.4579,4.0249224,296.56506,5.5924797,0.279
20160731T1300,21.410246,0.1,75.9743,6.6087217,330.64227,5.9094963,0.286
20160731T1400,20.280245,0.6,78.06261,6.3690495,312.7094,5.032242,0.296
20160731T1500,19.960245,0.2,77.516426,3.7585104,286.69925,5.0560894,0.295
20160731T1600,20.300245,0,76.530846,3.0758414,290.55603,5.390297,0.302
20160731T1700,20.680244,0,72.99373,3.219938,296.56506,6.3503227,0.301
20160731T1800,20.470245,0,72.8159,2.1897945,260.5377,6.3096313,0.299
20160731T1900,19.060246,0,79.55737,3.319036,192.52881,4.3461895,0.298
20160731T2000,17.770245,0,85.29573,3.9763298,185.19443,2.882574,0.297
20160731T2100,17.270245,0,86.13072,2.5455842,188.1301,2.6341476,0.296
20160731T2200,17.520245,0,88.17881,1.1384199,71.56504,2.281021,0.296
20160731T2300,17.170246,0,89.178505,0.8049845,26.565033,2.0422878,0.295
20160801T0000,16.720245,0,89.60537,0.71999997,89.99999,1.9063721,0.294
20160801T0100,16.090246,0,91.43641,1.08,89.99999,1.5086174,0.293
20160801T0200,15.300245,0,92.28323,1.2979984,56.30993,1.292182,0.292
20160801T0300,14.840245,0,92.92165,0.8049845,26.565033,1.1506081,0.291
20160801T0400,14.640245,0,92.7891,2.0364676,44.999985,1.1570854,0.291
20160801T0500,14.780245,0,92.43356,1.08,89.99999,1.2251854,0.29
20160801T0600,16.170246,0,88.463875,1.484318,75.96376,2.0427113,0.289
20160801T0700,17.970245,0,78.47956,2.2768397,71.56504,4.27242,0.288
20160801T0800,19.850245,0,66.63191,2.4149535,63.43495,7.4526405,0.287
20160801T0900,21.220245,0,57.884724,2.3051248,51.34018,10.238536,0.285
20160801T1000,22.000246,0,55.795834,0.8049845,333.43497,11.273373,0.279
20160801T1100,22.910246,0,49.634377,0.35999998,180,13.577768,0.277
20160801T1200,23.720245,0,45.557713,2.1897945,189.46233,15.415113,0.275
20160801T1300,24.430244,0,42.243046,1.484318,255.96376,17.068401,0.272
20160801T1400,24.750246,0,40.424217,2.8116899,320.19443,17.947308,0.271
20160801T1500,24.880245,0,38.291477,1.609969,333.43497,18.735165,0.269
20160801T1600,25.060246,0,37.045788,0.5091169,315,19.32038,0.268
20160801T1700,24.340246,0.1,39.55463,1.1384199,18.434952,17.76651,0.267
20160801T1800,22.540245,0,50.800266,1.609969,26.565033,12.968107,0.266
20160801T1900,18.890245,0,70.01655,3.4152596,18.434952,6.307107,0.266
20160801T2000,16.850245,0,79.60734,1.2979984,33.690063,3.771102,0.266
20160801T2100,17.070246,0,75.76421,0.71999997,180,4.54494,0.265
20160801T2200,15.950245,0,78.38281,5.04,180,3.7742195,0.266
20160801T2300,14.640245,0,85.12648,4.452954,194.03624,2.386654,0.265
20160802T0000,15.430245,0,82.34402,4.5536795,198.43495,2.981367,0.265
20160802T0100,15.320246,0,83.534065,4.802999,192.99461,2.7607956,0.265
20160802T0200,15.150246,0,85.350914,5.2416787,195.9454,2.4294043,0.264
20160802T0300,15.830245,0,81.800476,5.0142193,201.0375,3.1531591,0.264
20160802T0400,16.390245,0,79.961,4.802999,192.99461,3.5985823,0.264
20160802T0500,16.580246,0,79.09957,5.7599998,180,3.7990751,0.263
20160802T0600,17.100245,0,79.07174,7.2,180,3.932167,0.263
20160802T0700,18.430244,0.1,74.75888,7.208994,182.86241,5.158415,0.262
20160802T0800,19.950245,0,69.178535,9.504273,204.62357,6.9268,0.261
20160802T0900,21.860245,0,61.316082,14.336861,231.11551,9.781337,0.26
